month,year,sku,category,sold_price_after_vat,sold_price_before_vat,cost_of_item,packaging,transaction_fee,delivery,total_expenses,profit_margin,profit
10,2024,WD-HANDLOB50,Lobworms,22.50,18.75,3.75,0.28,0.95,0.00,4.98,73.43,13.77
10,2024,WD-HANDLOB100,Lobworms,32.95,27.46,7.50,0.56,1.26,0.00,9.32,66.08,18.14
10,2024,WD-HANDLOB150,Lobworms,51.49,42.91,11.25,0.84,1.79,0.00,13.88,67.65,29.03
10,2024,WD-HANDLOB200,Lobworms,60.50,50.42,15.00,1.12,2.05,0.00,18.17,63.95,32.25
10,2024,WD-HANDLOB300,Lobworms,84.50,70.42,22.50,1.68,2.75,0.00,26.93,61.76,43.49
10,2024,WD-KEEP-M-LOB50,Lobworms,39.50,32.92,3.75,4.54,1.45,0.00,9.74,70.43,23.18
10,2024,WD-KEEP-M-LOB100,Lobworms,52.00,43.33,7.50,5.91,1.81,0.00,15.22,64.88,28.11
10,2024,WD-KEEP-L-LOB50,Lobworms,39.50,32.92,3.75,4.54,1.45,0.00,9.74,70.43,23.18
10,2024,WD-KEEP-L-LOB100,Lobworms,52.00,43.33,7.50,5.91,1.81,0.00,15.22,64.88,28.11
10,2024,WD-WM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
10,2024,WD-WM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
10,2024,WD-WM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
10,2024,WD-RM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
10,2024,WD-RM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
10,2024,WD-RM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
10,2024,WD-MXM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
10,2024,WD-MXM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
10,2024,WD-MXM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
10,2024,WD-COMPOSTING250,Worms & Starter Kits,14.99,12.49,2.65,0.22,0.73,0.00,3.60,71.14,8.89
10,2024,WD-COMPOSTING500,Worms & Starter Kits,22.85,19.04,5.30,0.22,0.96,0.00,6.48,65.95,12.56
10,2024,WD-COMPOSTING1000,Worms & Starter Kits,34.50,28.75,10.60,0.22,1.30,0.00,12.12,57.84,16.63
10,2024,BOXAONE,Worms & Starter Kits,16.00,13.33,1.59,0.45,0.76,0.00,2.80,78.96,10.53
10,2024,BOXATWO,Worms & Starter Kits,20.20,16.83,3.18,0.67,0.89,0.00,4.74,71.86,12.09
10,2024,BOXATHREE,Worms & Starter Kits,26.20,21.83,4.77,1.15,1.06,0.00,6.98,68.03,14.85
10,2024,BOXAFOUR,Worms & Starter Kits,30.20,25.17,6.36,1.37,1.18,0.00,8.91,64.62,16.26
10,2024,BOXAFIVE,Worms & Starter Kits,37.20,31.00,7.95,1.60,1.38,0.00,10.93,64.75,20.07
10,2024,CPWK323,Worms & Starter Kits,19.00,15.83,2.65,0.45,0.85,0.00,3.95,75.04,11.88
10,2024,WD-PBM10,Worms & Starter Kits,16.75,13.96,0.43,0.55,0.79,0.00,1.77,87.35,12.19
10,2024,WD-PBM15,Worms & Starter Kits,20.50,17.08,0.64,0.55,0.89,0.00,2.08,87.80,15.00
10,2024,WD-PBM20,Worms & Starter Kits,25.20,21.00,0.85,0.55,1.03,0.00,2.43,88.42,18.57
10,2024,WD-PBM30,Worms & Starter Kits,33.20,27.67,1.28,0.55,1.26,0.00,3.09,88.82,24.58
10,2024,WD-BEDKIT10,Worms & Starter Kits,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
10,2024,WD-BEDKIT15,Worms & Starter Kits,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
10,2024,WD-BEDKIT20,Worms & Starter Kits,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
10,2024,WD-BEDKIT60,Worms & Starter Kits,116.25,96.88,31.80,16.43,3.67,0.00,51.90,46.43,44.98
10,2024,whitetub2worms,Live Bait Accessories,3.38,2.82,0.68,0.50,0.40,0.00,1.58,44.04,1.24
10,2024,whitetub5worms,Live Bait Accessories,5.00,4.17,1.17,0.50,0.44,0.00,2.11,49.28,2.06
10,2024,whitetub2maggots,Live Bait Accessories,3.38,2.82,0.68,0.50,0.40,0.00,1.58,44.04,1.24
10,2024,whitetub5maggots,Live Bait Accessories,5.00,4.17,1.17,0.50,0.44,0.00,2.11,49.28,2.06
10,2024,WD-FOOD500,Live Bait Accessories,1.99,1.66,0.50,0.22,0.36,0.00,1.08,35.08,0.58
10,2024,WD-FOOD1000,Live Bait Accessories,2.90,2.42,1.00,0.22,0.38,0.00,1.60,33.71,0.82
10,2024,WD-FOOD1900,Live Bait Accessories,5.50,4.58,1.90,0.22,0.46,0.00,2.58,43.68,2.00
10,2024,WD-FOOD3000,Live Bait Accessories,8.10,6.75,3.47,0.47,0.53,0.00,4.47,33.71,2.28
10,2024,WD-FOOD4000,Live Bait Accessories,10.40,8.67,4.47,0.47,0.60,0.00,5.54,36.08,3.13
10,2024,WD-FOOD5000,Live Bait Accessories,12.40,10.33,5.47,0.47,0.66,0.00,6.60,36.11,3.73
10,2024,EH250,Horticultural,14.99,12.49,2.65,0.22,0.73,0.00,3.60,71.14,8.89
10,2024,EH500,Horticultural,22.85,19.04,5.30,0.22,0.96,0.00,6.48,65.95,12.56
10,2024,EH1000,Horticultural,34.50,28.75,10.60,0.22,1.30,0.00,12.12,57.84,16.63
10,2024,MXEARTH500,Horticultural,32.75,27.29,5.78,0.66,1.25,0.00,7.69,71.82,19.60
10,2024,MXEARTH1000,Horticultural,60.75,50.62,11.56,0.66,2.06,0.00,14.28,71.79,36.34
10,2024,WD-LOOSEEARTH50,Horticultural,20.50,17.08,3.75,0.28,0.89,0.00,4.92,71.17,12.16
10,2024,WD-LOOSEEARTH100,Horticultural,31.00,25.83,7.50,0.56,1.20,0.00,9.26,64.15,16.57
10,2024,WD-LOOSEEARTH200,Horticultural,57.75,48.12,15.00,1.12,1.97,0.00,18.09,62.40,30.03
10,2024,WORMCOLONE,Horticultural,18.50,15.42,2.94,0.45,0.84,0.00,4.23,72.59,11.19
10,2024,WORMCOLTWO,Horticultural,28.70,23.92,5.88,0.45,1.13,0.00,7.46,68.80,16.46
10,2024,WORMCOLTHREE,Horticultural,37.50,31.25,8.82,0.72,1.39,0.00,10.93,65.03,20.32
10,2024,WORMCOLFOUR,Horticultural,48.25,40.21,11.76,0.72,1.70,0.00,14.18,64.74,26.03
10,2024,WORMCOLFIVE,Horticultural,57.50,47.92,14.70,0.72,1.97,0.00,17.39,63.72,30.53
10,2024,WORMCOLTEN,Horticultural,98.70,82.25,29.40,0.78,3.16,0.00,33.34,59.46,48.91
10,2024,LAWNCOLONE,Horticultural,18.50,15.42,1.59,0.45,0.84,0.00,2.88,81.35,12.54
10,2024,LAWNCOLTWO,Horticultural,28.70,23.92,3.18,0.67,1.13,0.00,4.98,79.17,18.94
10,2024,LAWNCOLTHREE,Horticultural,37.50,31.25,4.77,1.17,1.39,0.00,7.33,76.55,23.92
10,2024,LAWNCOLFOUR,Horticultural,46.50,38.75,6.36,1.40,1.65,0.00,9.41,75.72,29.34
10,2024,HC71315,Horticultural,27.25,22.71,0.64,0.55,1.09,0.00,2.28,89.96,20.43
10,2024,HC71330,Horticultural,44.25,36.88,1.28,0.55,1.58,0.00,3.41,90.74,33.47
10,2024,CPWM912,Wormeries & Parts,90.75,75.62,68.95,1.36,2.93,0.00,73.24,3.15,2.38
10,2024,TWCANCOL,Wormeries & Parts,32.97,27.48,0.00,0.00,1.26,0.00,1.26,95.43,26.22
10,2024,WD-WT,Wormeries & Parts,32.97,27.48,16.00,0.00,1.26,0.00,17.26,37.20,10.22
10,2024,TWCANLID,Wormeries & Parts,24.99,20.82,0.00,0.00,1.02,0.00,1.02,95.08,19.80
10,2024,COWTAP,Wormeries & Parts,11.99,9.99,8.00,0.22,0.65,0.00,8.87,11.23,1.12
10,2024,COWLEG,Wormeries & Parts,34.99,29.16,23.00,0.47,1.31,0.00,24.78,15.00,4.38
10,2024,CANBLANKET,Wormeries & Parts,10.26,8.55,0.00,0.22,0.60,0.00,0.82,90.44,7.73
10,2024,TWWORMCONDITIONER,Wormeries & Parts,11.28,9.40,0.00,0.22,0.63,0.00,0.85,90.99,8.55
10,2024,CAFEBLANKET,Wormeries & Parts,10.26,8.55,0.00,0.22,0.60,0.00,0.82,90.44,7.73
10,2024,WD-KEEP-L-DEN250,Large Dendrobaena,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
10,2024,WD-KEEP-L-DEN500,Large Dendrobaena,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
10,2024,WD-KEEP-L-DEN1000,Large Dendrobaena,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
10,2024,WD-KEEP-MX-DEN250,Large Dendrobaena,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
10,2024,WD-KEEP-MX-DEN500,Large Dendrobaena,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
10,2024,WD-KEEP-MX-DEN1000,Large Dendrobaena,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
10,2024,WD-M100,Medium Dendrobaena,3.99,3.33,1.06,0.08,0.42,0.00,1.56,53.28,1.77
10,2024,WD-25,Medium Dendrobaena,2.99,2.49,0.27,0.08,0.39,0.00,0.74,70.41,1.75
10,2024,WD-M25,Medium Dendrobaena,2.99,2.49,0.27,0.08,0.39,0.00,0.74,70.41,1.75
10,2024,WD-M250,Medium Dendrobaena,6.50,5.42,2.65,0.22,0.49,0.00,3.36,38.04,2.06
10,2024,WD-M500,Medium Dendrobaena,12.50,10.42,5.30,0.22,0.66,0.00,6.18,40.67,4.24
10,2024,WD-M1000,Medium Dendrobaena,23.59,19.66,10.60,0.22,0.98,0.00,11.80,39.96,7.86
11,2024,WD-KEEP-M-DEN250,Medium Dendrobaena,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
11,2024,WD-KEEP-M-DEN500,Medium Dendrobaena,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
11,2024,WD-KEEP-M-DEN1000,Medium Dendrobaena,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
11,2024,WD-MX25,Mixed Dendrobaena,3.99,3.33,0.27,0.08,0.42,0.00,0.77,77.01,2.56
11,2024,WD-MX100,Mixed Dendrobaena,4.99,4.16,1.06,0.08,0.44,0.00,1.58,61.91,2.58
11,2024,WD-MX250,Mixed Dendrobaena,6.99,5.83,2.65,0.22,0.50,0.00,3.37,42.15,2.46
11,2024,WD-MX500,Mixed Dendrobaena,13.18,10.98,5.30,0.22,0.68,0.00,6.20,43.51,4.78
11,2024,WD-MX1000,Mixed Dendrobaena,23.70,19.75,10.60,0.22,0.99,0.00,11.81,40.22,7.94
11,2024,WD-L25,Large Dendrobaena,4.99,4.16,0.27,0.08,0.44,0.00,0.79,80.90,3.37
11,2024,WD-L100,Large Dendrobaena,5.99,4.99,1.06,0.08,0.47,0.00,1.61,67.66,3.38
11,2024,WD-L250,Large Dendrobaena,7.99,6.66,2.65,0.22,0.53,0.00,3.40,48.92,3.26
11,2024,WD-L500,Large Dendrobaena,14.99,12.49,5.30,0.22,0.73,0.00,6.25,49.92,6.24
11,2024,WD-L1000,Large Dendrobaena,24.99,20.82,10.60,0.22,1.02,0.00,11.84,43.11,8.98
11,2024,WD-LOB25,Lobworms,7.99,6.66,1.88,0.66,0.53,0.00,3.07,53.88,3.59
11,2024,WD-LOB50,Lobworms,12.50,10.42,3.75,0.28,0.66,0.00,4.69,54.97,5.73
11,2024,WD-LOB100,Lobworms,21.99,18.32,7.50,0.56,0.94,0.00,9.00,50.89,9.32
11,2024,WD-HANDMXLOB50,Lobworms,17.80,14.83,3.75,0.28,0.82,0.00,4.85,67.32,9.98
11,2024,WD-HANDMXLOB100,Lobworms,27.00,22.50,7.50,0.56,1.08,0.00,9.14,59.36,13.36
11,2024,WD-HANDMXLOB150,Lobworms,37.99,31.66,11.25,0.84,1.40,0.00,13.49,57.39,18.17
11,2024,WD-HANDMXLOB200,Lobworms,49.99,41.66,15.00,1.12,1.75,0.00,17.87,57.11,23.79
11,2024,WD-HANDMLOB50,Lobworms,22.50,18.75,3.75,0.28,0.95,0.00,4.98,73.43,13.77
11,2024,WD-HANDMLOB100,Lobworms,32.95,27.46,7.50,0.56,1.26,0.00,9.32,66.08,18.14
11,2024,WD-HANDMLOB150,Lobworms,51.49,42.91,11.25,0.84,1.79,0.00,13.88,67.65,29.03
11,2024,WD-HANDMLOB200,Lobworms,60.50,50.42,15.00,1.12,2.05,0.00,18.17,63.95,32.25
11,2024,WD-HANDMLOB300,Lobworms,84.50,70.42,22.50,1.68,2.75,0.00,26.93,61.76,43.49
11,2024,WD-HANDLOB50,Lobworms,22.50,18.75,3.75,0.28,0.95,0.00,4.98,73.43,13.77
11,2024,WD-HANDLOB100,Lobworms,32.95,27.46,7.50,0.56,1.26,0.00,9.32,66.08,18.14
11,2024,WD-HANDLOB150,Lobworms,51.49,42.91,11.25,0.84,1.79,0.00,13.88,67.65,29.03
11,2024,WD-HANDLOB200,Lobworms,60.50,50.42,15.00,1.12,2.05,0.00,18.17,63.95,32.25
11,2024,WD-HANDLOB300,Lobworms,84.50,70.42,22.50,1.68,2.75,0.00,26.93,61.76,43.49
11,2024,WD-KEEP-M-LOB50,Lobworms,39.50,32.92,3.75,4.54,1.45,0.00,9.74,70.43,23.18
11,2024,WD-KEEP-M-LOB100,Lobworms,52.00,43.33,7.50,5.91,1.81,0.00,15.22,64.88,28.11
11,2024,WD-KEEP-L-LOB50,Lobworms,39.50,32.92,3.75,4.54,1.45,0.00,9.74,70.43,23.18
11,2024,WD-KEEP-L-LOB100,Lobworms,52.00,43.33,7.50,5.91,1.81,0.00,15.22,64.88,28.11
11,2024,WD-WM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
11,2024,WD-WM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
11,2024,WD-WM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
11,2024,WD-RM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
11,2024,WD-RM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
11,2024,WD-RM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
11,2024,WD-MXM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
11,2024,WD-MXM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
11,2024,WD-MXM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
11,2024,WD-COMPOSTING250,Worms & Starter Kits,14.99,12.49,2.65,0.22,0.73,0.00,3.60,71.14,8.89
11,2024,WD-COMPOSTING500,Worms & Starter Kits,22.85,19.04,5.30,0.22,0.96,0.00,6.48,65.95,12.56
11,2024,WD-COMPOSTING1000,Worms & Starter Kits,34.50,28.75,10.60,0.22,1.30,0.00,12.12,57.84,16.63
11,2024,BOXAONE,Worms & Starter Kits,16.00,13.33,1.59,0.45,0.76,0.00,2.80,78.96,10.53
11,2024,BOXATWO,Worms & Starter Kits,20.20,16.83,3.18,0.67,0.89,0.00,4.74,71.86,12.09
11,2024,BOXATHREE,Worms & Starter Kits,26.20,21.83,4.77,1.15,1.06,0.00,6.98,68.03,14.85
11,2024,BOXAFOUR,Worms & Starter Kits,30.20,25.17,6.36,1.37,1.18,0.00,8.91,64.62,16.26
11,2024,BOXAFIVE,Worms & Starter Kits,37.20,31.00,7.95,1.60,1.38,0.00,10.93,64.75,20.07
11,2024,CPWK323,Worms & Starter Kits,19.00,15.83,2.65,0.45,0.85,0.00,3.95,75.04,11.88
11,2024,WD-PBM10,Worms & Starter Kits,16.75,13.96,0.43,0.55,0.79,0.00,1.77,87.35,12.19
11,2024,WD-PBM15,Worms & Starter Kits,20.50,17.08,0.64,0.55,0.89,0.00,2.08,87.80,15.00
11,2024,WD-PBM20,Worms & Starter Kits,25.20,21.00,0.85,0.55,1.03,0.00,2.43,88.42,18.57
11,2024,WD-PBM30,Worms & Starter Kits,33.20,27.67,1.28,0.55,1.26,0.00,3.09,88.82,24.58
11,2024,WD-BEDKIT10,Worms & Starter Kits,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
11,2024,WD-BEDKIT15,Worms & Starter Kits,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
11,2024,WD-BEDKIT20,Worms & Starter Kits,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
11,2024,WD-BEDKIT60,Worms & Starter Kits,116.25,96.88,31.80,16.43,3.67,0.00,51.90,46.43,44.98
11,2024,whitetub2worms,Live Bait Accessories,3.38,2.82,0.68,0.50,0.40,0.00,1.58,44.04,1.24
11,2024,whitetub5worms,Live Bait Accessories,5.00,4.17,1.17,0.50,0.44,0.00,2.11,49.28,2.06
11,2024,whitetub2maggots,Live Bait Accessories,3.38,2.82,0.68,0.50,0.40,0.00,1.58,44.04,1.24
11,2024,whitetub5maggots,Live Bait Accessories,5.00,4.17,1.17,0.50,0.44,0.00,2.11,49.28,2.06
11,2024,WD-FOOD500,Live Bait Accessories,1.99,1.66,0.50,0.22,0.36,0.00,1.08,35.08,0.58
11,2024,WD-FOOD1000,Live Bait Accessories,2.90,2.42,1.00,0.22,0.38,0.00,1.60,33.71,0.82
11,2024,WD-FOOD1900,Live Bait Accessories,5.50,4.58,1.90,0.22,0.46,0.00,2.58,43.68,2.00
11,2024,WD-FOOD3000,Live Bait Accessories,8.10,6.75,3.47,0.47,0.53,0.00,4.47,33.71,2.28
11,2024,WD-FOOD4000,Live Bait Accessories,10.40,8.67,4.47,0.47,0.60,0.00,5.54,36.08,3.13
11,2024,WD-FOOD5000,Live Bait Accessories,12.40,10.33,5.47,0.47,0.66,0.00,6.60,36.11,3.73
11,2024,EH250,Horticultural,14.99,12.49,2.65,0.22,0.73,0.00,3.60,71.14,8.89
11,2024,EH500,Horticultural,22.85,19.04,5.30,0.22,0.96,0.00,6.48,65.95,12.56
11,2024,EH1000,Horticultural,34.50,28.75,10.60,0.22,1.30,0.00,12.12,57.84,16.63
11,2024,MXEARTH500,Horticultural,32.75,27.29,5.78,0.66,1.25,0.00,7.69,71.82,19.60
11,2024,MXEARTH1000,Horticultural,60.75,50.62,11.56,0.66,2.06,0.00,14.28,71.79,36.34
11,2024,WD-LOOSEEARTH50,Horticultural,20.50,17.08,3.75,0.28,0.89,0.00,4.92,71.17,12.16
11,2024,WD-LOOSEEARTH100,Horticultural,31.00,25.83,7.50,0.56,1.20,0.00,9.26,64.15,16.57
11,2024,WD-LOOSEEARTH200,Horticultural,57.75,48.12,15.00,1.12,1.97,0.00,18.09,62.40,30.03
11,2024,WORMCOLONE,Horticultural,18.50,15.42,2.94,0.45,0.84,0.00,4.23,72.59,11.19
11,2024,WORMCOLTWO,Horticultural,28.70,23.92,5.88,0.45,1.13,0.00,7.46,68.80,16.46
11,2024,WORMCOLTHREE,Horticultural,37.50,31.25,8.82,0.72,1.39,0.00,10.93,65.03,20.32
11,2024,WORMCOLFOUR,Horticultural,48.25,40.21,11.76,0.72,1.70,0.00,14.18,64.74,26.03
11,2024,WORMCOLFIVE,Horticultural,57.50,47.92,14.70,0.72,1.97,0.00,17.39,63.72,30.53
11,2024,WORMCOLTEN,Horticultural,98.70,82.25,29.40,0.78,3.16,0.00,33.34,59.46,48.91
11,2024,LAWNCOLONE,Horticultural,18.50,15.42,1.59,0.45,0.84,0.00,2.88,81.35,12.54
11,2024,LAWNCOLTWO,Horticultural,28.70,23.92,3.18,0.67,1.13,0.00,4.98,79.17,18.94
11,2024,LAWNCOLTHREE,Horticultural,37.50,31.25,4.77,1.17,1.39,0.00,7.33,76.55,23.92
11,2024,LAWNCOLFOUR,Horticultural,46.50,38.75,6.36,1.40,1.65,0.00,9.41,75.72,29.34
11,2024,HC71315,Horticultural,27.25,22.71,0.64,0.55,1.09,0.00,2.28,89.96,20.43
11,2024,HC71330,Horticultural,44.25,36.88,1.28,0.55,1.58,0.00,3.41,90.74,33.47
11,2024,CPWM912,Wormeries & Parts,90.75,75.62,68.95,1.36,2.93,0.00,73.24,3.15,2.38
11,2024,TWCANCOL,Wormeries & Parts,32.97,27.48,0.00,0.00,1.26,0.00,1.26,95.43,26.22
11,2024,WD-WT,Wormeries & Parts,32.97,27.48,16.00,0.00,1.26,0.00,17.26,37.20,10.22
11,2024,TWCANLID,Wormeries & Parts,24.99,20.82,0.00,0.00,1.02,0.00,1.02,95.08,19.80
11,2024,COWTAP,Wormeries & Parts,11.99,9.99,8.00,0.22,0.65,0.00,8.87,11.23,1.12
11,2024,COWLEG,Wormeries & Parts,34.99,29.16,23.00,0.47,1.31,0.00,24.78,15.00,4.38
11,2024,CANBLANKET,Wormeries & Parts,10.26,8.55,0.00,0.22,0.60,0.00,0.82,90.44,7.73
11,2024,TWWORMCONDITIONER,Wormeries & Parts,11.28,9.40,0.00,0.22,0.63,0.00,0.85,90.99,8.55
11,2024,CAFEBLANKET,Wormeries & Parts,10.26,8.55,0.00,0.22,0.60,0.00,0.82,90.44,7.73
11,2024,WD-KEEP-L-DEN250,Large Dendrobaena,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
11,2024,WD-KEEP-L-DEN500,Large Dendrobaena,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
11,2024,WD-KEEP-L-DEN1000,Large Dendrobaena,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
11,2024,WD-KEEP-MX-DEN250,Large Dendrobaena,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
11,2024,WD-KEEP-MX-DEN500,Large Dendrobaena,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
11,2024,WD-KEEP-MX-DEN1000,Large Dendrobaena,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
11,2024,WD-M100,Medium Dendrobaena,3.99,3.33,1.06,0.08,0.42,0.00,1.56,53.28,1.77
11,2024,WD-25,Medium Dendrobaena,2.99,2.49,0.27,0.08,0.39,0.00,0.74,70.41,1.75
11,2024,WD-M25,Medium Dendrobaena,2.99,2.49,0.27,0.08,0.39,0.00,0.74,70.41,1.75
11,2024,WD-M250,Medium Dendrobaena,6.50,5.42,2.65,0.22,0.49,0.00,3.36,38.04,2.06
11,2024,WD-M500,Medium Dendrobaena,12.50,10.42,5.30,0.22,0.66,0.00,6.18,40.67,4.24
11,2024,WD-M1000,Medium Dendrobaena,23.59,19.66,10.60,0.22,0.98,0.00,11.80,39.96,7.86
12,2024,WD-KEEP-M-DEN250,Medium Dendrobaena,34.50,28.75,2.65,3.45,1.30,0.00,7.40,74.26,21.35
12,2024,WD-KEEP-M-DEN500,Medium Dendrobaena,40.00,33.33,5.30,4.54,1.46,0.00,11.30,66.10,22.03
12,2024,WD-KEEP-M-DEN1000,Medium Dendrobaena,48.16,40.13,10.60,5.39,1.70,0.00,17.69,55.93,22.44
12,2024,WD-MX25,Mixed Dendrobaena,3.99,3.33,0.27,0.08,0.42,0.00,0.77,77.01,2.56
12,2024,WD-MX100,Mixed Dendrobaena,4.99,4.16,1.06,0.08,0.44,0.00,1.58,61.91,2.58
12,2024,WD-MX250,Mixed Dendrobaena,6.99,5.83,2.65,0.22,0.50,0.00,3.37,42.15,2.46
12,2024,WD-MX500,Mixed Dendrobaena,13.18,10.98,5.30,0.22,0.68,0.00,6.20,43.51,4.78
12,2024,WD-MX1000,Mixed Dendrobaena,23.70,19.75,10.60,0.22,0.99,0.00,11.81,40.22,7.94
12,2024,WD-L25,Large Dendrobaena,4.99,4.16,0.27,0.08,0.44,0.00,0.79,80.90,3.37
12,2024,WD-L100,Large Dendrobaena,5.99,4.99,1.06,0.08,0.47,0.00,1.61,67.66,3.38
12,2024,WD-L250,Large Dendrobaena,7.99,6.66,2.65,0.22,0.53,0.00,3.40,48.92,3.26
12,2024,WD-L500,Large Dendrobaena,14.99,12.49,5.30,0.22,0.73,0.00,6.25,49.92,6.24
12,2024,WD-L1000,Large Dendrobaena,24.99,20.82,10.60,0.22,1.02,0.00,11.84,43.11,8.98
12,2024,WD-LOB25,Lobworms,7.99,6.66,1.88,0.66,0.53,0.00,3.07,53.88,3.59
12,2024,WD-LOB50,Lobworms,12.50,10.42,3.75,0.28,0.66,0.00,4.69,54.97,5.73
12,2024,WD-LOB100,Lobworms,21.99,18.32,7.50,0.56,0.94,0.00,9.00,50.89,9.32
12,2024,WD-HANDMXLOB50,Lobworms,17.80,14.83,3.75,0.28,0.82,0.00,4.85,67.32,9.98
12,2024,WD-HANDMXLOB100,Lobworms,27.00,22.50,7.50,0.56,1.08,0.00,9.14,59.36,13.36
12,2024,WD-HANDMXLOB150,Lobworms,37.99,31.66,11.25,0.84,1.40,0.00,13.49,57.39,18.17
12,2024,WD-HANDMXLOB200,Lobworms,49.99,41.66,15.00,1.12,1.75,0.00,17.87,57.11,23.79
12,2024,WD-HANDMLOB50,Lobworms,22.50,18.75,3.75,0.28,0.95,0.00,4.98,73.43,13.77
12,2024,WD-HANDMLOB100,Lobworms,32.95,27.46,7.50,0.56,1.26,0.00,9.32,66.08,18.14
12,2024,WD-HANDMLOB150,Lobworms,51.49,42.91,11.25,0.84,1.79,0.00,13.88,67.65,29.03
12,2024,WD-HANDMLOB200,Lobworms,60.50,50.42,15.00,1.12,2.05,0.00,18.17,63.95,32.25
12,2024,WD-HANDMLOB300,Lobworms,84.50,70.42,22.50,1.68,2.75,0.00,26.93,61.76,43.49
12,2024,WD-HANDLOB50,Lobworms,22.50,18.75,3.75,0.28,0.95,0.00,4.98,73.43,13.77
12,2024,WD-HANDLOB100,Lobworms,32.95,27.46,7.50,0.56,1.26,0.00,9.32,66.08,18.14
12,2024,WD-HANDLOB150,Lobworms,51.49,42.91,11.25,0.84,1.79,0.00,13.88,67.65,29.03
12,2024,WD-HANDLOB200,Lobworms,60.50,50.42,15.00,1.12,2.05,0.00,18.17,63.95,32.25
12,2024,WD-HANDLOB300,Lobworms,84.50,70.42,22.50,1.68,2.75,0.00,26.93,61.76,43.49
12,2024,WD-KEEP-M-LOB50,Lobworms,39.50,32.92,3.75,4.54,1.45,0.00,9.74,70.43,23.18
12,2024,WD-KEEP-M-LOB100,Lobworms,52.00,43.33,7.50,5.91,1.81,0.00,15.22,64.88,28.11
12,2024,WD-KEEP-L-LOB50,Lobworms,39.50,32.92,3.75,4.54,1.45,0.00,9.74,70.43,23.18
12,2024,WD-KEEP-L-LOB100,Lobworms,52.00,43.33,7.50,5.91,1.81,0.00,15.22,64.88,28.11
12,2024,WD-WM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
12,2024,WD-WM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
12,2024,WD-WM4,Maggots,16.99,14.16,6.00,0.94,0.79,0.00,7.73,45.39,6.43
12,2024,WD-RM1,Maggots,6.19,5.16,1.50,0.66,0.48,0.00,2.64,48.85,2.52
12,2024,WD-RM2,Maggots,9.99,8.33,3.00,0.66,0.59,0.00,4.25,48.98,4.08
